published_papers
アクション名,アクションタイプ,類似業績マージ優先度,ID,タイトル(日本語),タイトル(英語),著者(日本語),著者(英語),担当区分,概要(日本語),概要(英語),出版者・発行元(日本語),出版者・発行元(英語),出版年月,誌名(日本語),誌名(英語),巻,号,開始ページ,終了ページ,記述言語,査読の有無,招待の有無,掲載種別,国際・国内誌,国際共著,DOI,ISSN,eISSN,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,null,24652111,null,"Grain boundary Li-ion conductivity in (Li<inf>0.33</inf>La<inf>0.56</inf>)TiO<inf>3</inf> polycrystal",null,"[Shun Sasano,Ryo Ishikawa,Kazuaki Kawahara,Teiichi Kimura,Yumi H. Ikuhara,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2020 Author(s). Lithium lanthanum titanate (LLTO) is one of the promising solid-state Li-ion electrolytes for an all-solid-state Li-ion battery system. Although LLTO shows a significantly high Li-ion conductivity of 2.2 × 10-3 S cm-1 in the bulk, the Li-ion conductivity at the grain boundary is largely reduced to 4.2 × 10-5 S cm-1, which prevents the practical application of solid-state Li-ion electrolytes. To solve this problem, the origin of such a low Li-ion conductivity at the grain boundary should be clarified. In this study, we investigated the relationship between the Li-ion conductivity and the geometric structure of the grain boundary in the (Li0.33La0.56)TiO3 polycrystal by using electrochemical strain microscopy in atomic force microscopy combined with electron backscatter diffraction in scanning electron microscopy. The experimental data suggest that the Li-ion conductivity is significantly reduced at the random grain boundaries but not at the coincidence-site-lattice (CSL) grain boundaries. Such a small reduction of the Li-ion conductivity at the CSL grain boundaries may originate from the smaller increment of the activation energy, owing to less composition deviations and less structural distortions at the CSL grain boundaries. These results suggest that it is effective to control the geometries of the grain boundaries for further improvement of the Li-ion conductivity in LLTO.",null,null,2020-01-27,null,"Applied Physics Letters",116,4,null,null,null,true,false,scientific_journal,null,null,10.1063/1.5141396,0003-6951,null,null,null,false,disclosed
insert,merge,null,46227829,null,"TV-rate Atomic-resolution STEM Imaging",null,"[Ishikawa\, R.,Jimbo\, Y.,Terao\, M.,Nishikawa\, M.,Ueno\, Y.,Morishita\, S.,Mukai\, M.,Shibata\, N.,Ikuhara\, Y.]",null,null,null,null,null,2020,null,"Microscopy and Microanalysis",null,null,null,null,null,null,null,scientific_journal,null,null,10.1017/S1431927620017122,"[1435-8115,1431-9276]",null,http://www.scopus.com/inward/record.url?eid=2-s2.0-85091872712&partnerID=MN8TOARS,null,false,disclosed
insert,merge,null,31281694,null,"Metastable oxysulfide surface formation on LiNi0.5Mn1.5O4 single crystal particles by carbothermal reaction with sulfur-doped heterocarbon nanoparticles: new insight into their structural and electrochemical characteristics, and their potential applications",null,"[Dae-Wook Kim,Nobuyuki Zettsu,Hiromasa Shiiba,Gabriel Sánchez-Santolino,Ryo Ishikawa,Yuichi Ikuhara,Katsuya Teshima]",null,null,"Spinel LiNi0.5Mn1.5O4 (LNMO) and related compounds have attracted much attention as high voltage cathode material for lithium ion batteries. However, their strong Lewis basic characteristics shown at the surface promotes various side reactions in associating with the oxidative decomposition of the electrolyte, leading to significant capacity degradation with increasing cycle numbers. We proposed multi-anion surfaces (such as oxyfluoride) for the direct tuning of the electronic properties for the cathode surface. In this study, we report the synthesis of LNMO single crystals with an oxysulfide surface and characterization of their electrochemical properties. A carbothermal reaction at around 450 degrees C with sulfur-doped hydrocarbon (S-HC) nanoparticles as a solid-phase precursor made it possible to prepare the metastable oxysulfide surface without the excess-reduction of transition metals in the spinel frame. This systematic study, using experimental and theoretical approaches, revealed many new findings for understanding the oxysulfide surface effects. The incorporated S2- were preferentially occupied at O-24e-sites (P4(3)32), which are bonded with three transition metals containing single Ni2+ and double Mn4+, leading to mitigating the cation mixing of Li+/Ni2+ formed at the surface and reducing the surface energy of {100} faces, resulting in significant changes in the corresponding electric structures, large morphological changes and an increase of specific capacity, as well as significant cyclability enhancement. Furthermore, it was found that the S-3p orbital appeared newly at a higher level than the Ni-3d orbital, resulting in dramatic changes of their electrical properties, including the narrowing of band gap and lowering the overpotential for the redox reaction of Ni2+/Ni3+.",null,"Royal Society of Chemistry ({RSC})",2020,null,"Journal of Materials Chemistry A",8,42,22302,22314,eng,true,null,scientific_journal,null,null,10.1039/d0ta07622h,2050-7488,2050-7496,null,null,false,disclosed
insert,merge,null,24652112,null,"Coexistence of two different atomic structures in the Σ13 pyramidal twin boundary in α-Al<inf>2</inf>O<inf>3</inf>",null,"[Saki Ishihara,Eita Tochigi,Ryo Ishikawa,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group. An α-Al2O3 bicrystal with a (10 (Formula presented.) 4)/[1 (Formula presented.) 10] Σ13 grain boundary was fabricated by joining two pieces of single crystal at 1500°C in an Ar–H2 mixture gas. The resultant grain boundary was characterised by scanning transmission electron microscopy (STEM) at the atomic level. STEM observations revealed that the grain boundary consists of two regions with different atomic structures. These two structures were identified to be the most and second-most stable structures by theoretical calculations and STEM image simulation. The coexistence of two different structures in the Σ13 grain boundary is discussed.",null,null,2019-12-02,null,"Philosophical Magazine Letters",99,12,435,443,null,true,false,scientific_journal,null,null,10.1080/09500839.2019.1698780,0950-0839,1362-3036,null,null,false,disclosed
insert,merge,null,24652113,null,"Fast Li-ion conduction at grain boundaries in (La,Li)NbO<inf>3</inf> polycrystals",null,"[Kazuaki Kawahara,Ryo Ishikawa,Kei Nakayama,Takuma Higashi,Teiichi Kimura,Yumi H. Ikuhara,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2019 Elsevier B.V. We have investigated optimum synthesis condition and the lithium-ion conductivity of lithium lanthanum niobate (LLNbO) polycrystals which is a candidate for solid-state electrolyte in all solid-state Li-ion secondary batteries. The LLNbO polycrystals sintered at 1470 K for 12 h show the highest sintered density, the largest average grain size and the largest ionic conductivity in both the bulk and at the grain boundary. Unlike the other oxide electrolytes, the Li-ion conductivity at the grain boundary is three-times larger than that in the bulk, which is statistically confirmed by using random walk Metropolis Hastings algorithm. We also evaluated the activation energies for Li-ion conduction in LLNbO polycrystals and we found the activation energy at the grain boundary is also 1.5 times lower than that in the bulk. Atomic resolution electron microscopy elucidates that the conventional (La,Li)TiO3 has a strong La-enrichment at the grain boundary, while in LLNbO no significant La-enrichment was observed at the grain boundaries. The present results suggest that the local atomic configurations at the grain boundary strongly affects the Li-ion conductivity and it is therefore important to control the local atomic structures in polycrystalline electrolytes.",null,null,2019-11-30,null,"Journal of Power Sources",441,null,null,null,null,true,false,scientific_journal,null,null,10.1016/j.jpowsour.2019.227187,0378-7753,null,null,null,false,disclosed
insert,merge,null,24652114,null,"Transition-Metal Distribution in Brownmillerite Ca<inf>2</inf>FeCoO<inf>5</inf>",null,"[Kei Nakayama,Ryo Ishikawa,Akihide Kuwabara,Shunsuke Kobayashi,Teruki Motohashi,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2019 American Chemical Society. Ca2Fe2-xCoxO5 (0 ≤ x ≤ 1) with higher Co content, which crystallizes in a brownmillerite-type structure, is currently one of the best oxygen-evolution-reaction (OER) catalysts. Identifying the Fe/Co occupancies at the octahedral (Oh) and tetrahedral (Td) sites in the structure is the foundation for the understanding of the role of cobalt in each site and the exploration of further improvement in the OER activity. Here, we investigate the Fe/Co distribution in Ca2FeCoO5 by means of atomic-resolution energy dispersive X-ray spectroscopy in scanning transmission electron microscopy and dynamical image simulations combined with systematic density functional theory calculations. Our careful microscopic study reveals the absence of long-range Fe/Co order within the transition-metal (TM) layers, but cobalt is slightly enriched at the Td and Oh sites in the as-synthesized (1100 °C) and 800 °C annealed for a month samples, respectively. The observed Co site preferences are interpretable from the viewpoints of TM ionic size effect and ligand field effect, which are competitive around a crossover point at a certain temperature between 800 and 1100 °C. We also elucidate that the as-synthesized sample with Co enrichment at the Td site shows the better OER activity, and the optimum annealing temperature for more OER active Ca2FeCoO5 should be higher than the crossover temperature.",null,null,2019-08-05,null,"Inorganic Chemistry",58,15,10209,10216,null,true,false,scientific_journal,null,null,10.1021/acs.inorgchem.9b01356,0020-1669,1520-510X,null,null,false,disclosed
insert,merge,null,24832011,"Atomic-Resolution Stem Imaging for Beam-Sensitive Li-Ion Battery Materials","Atomic-Resolution Stem Imaging for Beam-Sensitive Li-Ion Battery Materials","[K. Nakayama,R. Ishikawa,S. Kobayashi,N. Shibata,Y. Ikuhara]","[K. Nakayama,R. Ishikawa,S. Kobayashi,N. Shibata,Y. Ikuhara]",null,null,null,null,null,2019-06,"AMTC Letters","AMTC Letters",6,null,18,19,eng,true,false,null,null,null,null,null,null,null,null,false,disclosed
insert,merge,null,24652115,null,"Atomic Scale Origin of Enhanced Ionic Conductivity at Crystal Defects",null,"[Bin Feng,Ryo Ishikawa,Akihito Kumamoto,Naoya Shibata,Yuichi Ikuhara]",null,null,"© Copyright 2019 American Chemical Society. In oxide materials, the presence of dislocations often strongly affects the properties of thin film and multilayer devices. Although it was reported that ionic conduction can be enhanced by introducing dislocations in ionic conductors, the underlying mechanism of such enhancement remains unclear. Here we analyzed the ionic conduction enhancement in an yttria-stabilized zirconia (YSZ) single edge dislocation from a structural point of view, using atomic resolution scanning transmission electron microscopy (STEM). First, the atomic structure and chemistry of a dislocation in YSZ were characterized by STEM and energy dispersive X-ray spectroscopy (EDS). A relative ionic conduction variation map around the dislocation was then estimated based on the well-established strain-conductivity and chemistry-conductivity relationships in YSZ. We propose that a faster ionic conductivity path can be formed around the dislocation core due to the coupling of the tensile strain field and dopant segregation, which could account for enhanced ionic conductivity along dislocations.",null,null,2019-03-13,null,"Nano Letters",19,3,2162,2168,null,true,false,scientific_journal,null,null,10.1021/acs.nanolett.9b00506,1530-6984,1530-6992,null,null,false,disclosed
insert,merge,null,17407831,"Large angle illumination enabling accurate structure reconstruction from thick samples in scanning transmission electron microscopy","Large angle illumination enabling accurate structure reconstruction from thick samples in scanning transmission electron microscopy",null,"[H. G. Brown,R. Ishikawa,G. S´anchez-Santolino,N. Shibata,Y. Ikuhara,L. J. Allen,S. D. Findlay]",null,null,"© 2018 Most reconstructions of the electrostatic potential of a specimen at atomic resolution assume a thin and weakly scattering sample, restricting accurate quantification to specimens only tens of Ångströms thick. We demonstrate that using large-angle-illumination scanning transmission electron microscopy (STEM)—a probe forming aperture with convergence angle larger than about 50 mrad—allows us to better meet the weak phase object approximation and thereby accurately reconstruct the electrostatic potential in samples thicker than the order of 100 Å.",null,null,2019-02,Ultramicroscopy,Ultramicroscopy,197,null,112,121,null,true,false,scientific_journal,null,null,10.1016/j.ultramic.2018.12.010,0304-3991,1879-2723,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,24652116,null,"Single-source-precursor synthesis and high-temperature evolution of novel mesoporous SiVN(O)-based ceramic nanocomposites",null,"[Cong Zhou,Alexander Ott,Ryo Ishikawa,Yuichi Ikuhara,Ralf Riedel,Emanuel Ionescu]",null,null,"© 2019 Elsevier Ltd Mesoporous SiVN(O) ceramics were prepared from a mixture consisting of VO(acac)2-modified perhydropolysilazane and polystyrene. The resulting amorphous single-phase SiVN(O) ceramics remained amorphous in nitrogen atmosphere up to 1400 °C. The as-prepared materials consist of nanoscaled vanadium nitride dispersed in amorphous Si3N4; exposure to 1600 °C leads to the crystallization of VN and Si3N4. The specific surface area (SSA) and the pore size of the SiVN(O)-based ceramics can be easily controlled by the temperature of thermal treatment and by the amount of polystyrene. The average pore size of the prepared SiVN(O) ceramics was 4–10 nm and their largest SSA values, 642 and 506 m2/g, were achieved upon ammonolysis at 800 and 1000 °C, respectively. The combination of metal-modified single-source precursors and encapsulated porogens provides a convenient one-pot synthesis process to prepare mesoporous ceramic nanocomposites with controllable phase compositions and morphology.",null,null,2019,null,"Journal of the European Ceramic Society",null,null,null,null,null,true,false,scientific_journal,null,null,10.1016/j.jeurceramsoc.2019.11.021,0955-2219,1873-619X,null,null,false,disclosed
insert,merge,null,17407830,null,"Direct electric field imaging of graphene defects",null,"[Ryo Ishikawa,Scott D. Findlay,Takehito Seki,Gabriel Sánchez-Santolino,Yuji Kohno,Yuichi Ikuhara,Naoya Shibata]","[lead,corresponding]",null,"© 2018, The Author(s). Material properties are sensitive to atomistic structure defects such as vacancies or impurities, and it is therefore important to determine not only the local atomic configuration but also their chemical bonding state. Annular dark-field scanning transmission electron microscopy (STEM) combined with electron energy-loss spectroscopy has been utilized to investigate the local electronic structures of such defects down to the level of single atoms. However, it is still challenging to two-dimensionally map the local bonding states, because the electronic fine-structure signal from a single atom is extremely weak. Here, we show that atomic-resolution differential phase-contrast STEM imaging can directly visualize the anisotropy of single Si atomic electric fields in monolayer graphene. We also visualize the atomic electric fields of Stone–Wales defects and nanopores in graphene. Our results open the way to directly examine the local chemistry of the defective structures in materials at atomistic dimensions.",null,null,2018-12-01,null,"Nature Communications",9,1,null,null,null,true,false,scientific_journal,null,null,10.1038/s41467-018-06387-8,null,2041-1723,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,17407832,null,"Unique fitting of electrochemical impedance spectra by random walk Metropolis Hastings algorithm",null,"[Kazuaki Kawahara,Ryo Ishikawa,Takuma Higashi,Teiichi Kimura,Yumi H. Ikuhara,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2018 Elsevier B.V. A curve fitting is the most important process in the analysis of electrochemical impedance spectra to evaluate the ionic conductivity of materials. To analyze the impedance spectra, a gradient method such as steepest descent has been used so far. However, the parameter solution by using the gradient method is often trapped into local minima, and the curve fitting strongly depends on the initial parameters. In this study, to avoid the local minima issue, we propose a random walk Metropolis Hastings algorithm to analyze impedance spectra, where we can provide a unique solution of the impedance spectra. As an example, we measured the solid-state oxide electrolyte of (La0.62Li0.15)TiO3, (La0.53Li0.40)TiO3 and (La0.31Li0.07)NbO3 polycrystal and we uniquely identify the respective lithium ion conductivity at the bulk and the grain boundary by using the random walk Metropolis Hastings algorithm. The present algorithm is free from the choice of the initial values of the fitting parameters and moreover the estimated accuracy of the Li-ion conductivity is better than 5%.",null,"Elsevier {BV}",2018-11-01,null,"Journal of Power Sources",403,null,184,191,null,true,false,scientific_journal,null,null,10.1016/j.jpowsour.2018.09.091,0378-7753,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,17407833,null,"Overall water splitting by Ta<inf>3</inf>N<inf>5</inf> nanorod single crystals grown on the edges of KTaO<inf>3</inf> particles",null,"[Zheng Wang,Yasunobu Inoue,Takashi Hisatomi,Ryo Ishikawa,Qian Wang,Tsuyoshi Takata,Shanshan Chen,Naoya Shibata,Yuichi Ikuhara,Kazunari Domen]",null,null,"© 2018, The Author(s). Although one-step-excitation overall water splitting on a particulate photocatalyst is a simple means of performing scalable solar-to-hydrogen energy conversion, there is a lack of photocatalysts with significant activity under visible light. Despite its superior visible-light absorption, the Ta3N5 photocatalyst has not accomplished overall water splitting due to strong charge recombination at defects. Here, we show rapid growth of Ta3N5 nanorods on lattice-matched cubic KTaO3 particles through the volatilization of potassium species during a brief nitridation process. The Ta3N5 nanorods generated selectively on the edge of KTaO3 are spatially separated and well-defined single crystals free from grain boundaries. When combined with the Rh/Cr2O3 co-catalyst, the single-crystal Ta3N5 nanorods split water into hydrogen and oxygen very efficiently under visible light and simulated sunlight. Our findings demonstrate the importance of nanostructured single-crystal photocatalysts free from structural defects in solar water splitting.",null,"Springer Nature America, Inc",2018-10-01,null,"Nature Catalysis",1,10,756,763,null,true,false,scientific_journal,null,null,10.1038/s41929-018-0134-1,null,2520-1158,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209084,null,"Probing the Internal Atomic Charge Density Distributions in Real Space",null,"[Gabriel Sánchez-Santolino,Nathan R. Lugg,Takehito Seki,Ryo Ishikawa,Scott D. Findlay,Yuji Kohno,Yuya Kanitani,Shinji Tanaka,Shigetaka Tomiya,Yuichi Ikuhara,Naoya Shibata]",null,null,"© 2018 American Chemical Society. Probing the charge density distributions in materials at atomic scale remains an extremely demanding task, particularly in real space. However, recent advances in differential phase contrast-scanning transmission electron microscopy (DPC-STEM) bring this possibility closer by directly visualizing the atomic electric field. DPC-STEM at atomic resolutions measures how a sub-angstrom electron probe passing through a material is affected by the atomic electric field, the field between the nucleus and the surrounding electrons. Here, we perform a fully quantitative analysis which allows us to probe the charge density distributions inside atoms, including both the positive nuclear and the screening electronic charges, with subatomic resolution and in real space. By combining state-of-the-art DPC-STEM experiments with advanced electron scattering simulations we are able to map the spatial distribution of the electron cloud within individual atomic columns. This work constitutes a crucial step toward the direct atomic scale determination of the local charge redistributions and modulations taking place in materials systems.",null,"American Chemical Society ({ACS})",2018-09-25,null,"ACS Nano",12,9,8875,8881,null,true,false,scientific_journal,null,null,10.1021/acsnano.8b03712,1936-0851,1936-086X,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,46227831,null,"Surface and Electric Field Imaging by Newly Designed Atomic-Resolution STEM",null,"[Ryo Ishikawa,Naoya Shibata,Yuichi Ikuhara]",null,null,null,null,"Cambridge University Press ({CUP})",2018-08,null,"Microscopy and Microanalysis",24,S1,118,119,null,null,null,scientific_journal,null,null,10.1017/s1431927618001083,1431-9276,null,null,null,false,disclosed
insert,merge,null,46227830,null,"Resolution Achievement of 40.5 pm in Scanning Transmission Electron Microscopy using 300 kV Microscope with Delta Corrector",null,"[Shigeyuki Morishita,Ryo Ishikawa,Yuji Kohno,Hidetaka Sawada,Naoya Shibata,Yuichi Ikuhara]",null,null,null,null,"Cambridge University Press ({CUP})",2018-08,null,"Microscopy and Microanalysis",24,S1,120,121,null,null,null,scientific_journal,null,null,10.1017/s1431927618001095,1431-9276,null,null,null,false,disclosed
insert,merge,null,23209086,null,"Atomic-Scale Measurement of Flexoelectric Polarization at SrTiO3 Dislocations",null,"[Peng Gao,Shuzhen Yang,Ryo Ishikawa,Ning Li,Bin Feng,Akihito Kumamoto,Naoya Shibata,Pu Yu,Yuichi Ikuhara]",null,null,"© 2018 American Physical Society. Owing to the broken translational symmetry at dislocations, a strain gradient naturally exists around the dislocation cores and can significantly influence the electrical and mechanical properties. We use aberration corrected scanning transmission electron microscopy to directly measure the flexoelectric polarization (∼28 μC cm-2) at dislocation cores in SrTiO3. The polarization charges can interact with the nonstoichiometric dislocation cores and thus impact the electrical activities. Our findings can help us to understand the properties of dislocations in perovskite, providing new insights into the design of new devices via defect engineering such as bicrystal fabrication and thin film growth.",null,"American Physical Society ({APS})",2018-06-29,null,"Physical Review Letters",120,26,null,null,null,true,false,scientific_journal,null,null,10.1103/PhysRevLett.120.267601,0031-9007,1079-7114,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209085,null,"Influence of dislocations in transition metal oxides on selected physical and chemical properties",null,"[Kristof Szot,Christian Rodenbücher,Gustav Bihlmayer,Wolfgang Speier,Ryo Ishikawa,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2018 by the authors. Licensee MDPI, Basel, Switzerland. Studies on dislocations in prototypic binary and ternary oxides (here TiO2 and SrTiO3) using modern TEM and scanning probe microscopy (SPM) techniques, combined with classical etch pits methods, are reviewed. Our review focuses on the important role of dislocations in the insulator-to-metal transition and for redox processes, which can be preferentially induced along dislocations using chemical and electrical gradients. It is surprising that, independently of the growth techniques, the density of dislocations in the surface layers of both prototypical oxides is high (109/cm2 for epipolished surfaces and up to 1012/cm2 for the rough surface). The TEM and locally-conducting atomic force microscopy (LCAFM) measurements show that the dislocations create a network with the character of a hierarchical tree. The distribution of the dislocations in the plane of the surface is, in principle, inhomogeneous, namely a strong tendency for the bundling and creation of arrays or bands in the crystallographic <100> and <110> directions can be observed. The analysis of the core of dislocations using scanning transmission electron microscopy (STEM) techniques (such as EDX with atomic resolution, electron-energy loss spectroscopy (EELS)) shows unequivocally that the core of dislocations possesses a different crystallographic structure, electronic structure and chemical composition relative to the matrix. Because the Burgers vector of dislocations is per se invariant, the network of dislocations (with additional d1 electrons) causes an electrical short-circuit of the matrix. This behavior is confirmed by LCAFM measurements for the stoichiometric crystals, moreover a similar dominant role of dislocations in channeling of the current after thermal reduction of the crystals or during resistive switching can be observed. In our opinion, the easy transformation of the chemical composition of the surface layers of both model oxides should be associated with the high concentration of extended defects in this region. Another important insight for the analysis of the physical properties in real oxide crystals (matrix + dislocations) comes from the studies of the nucleation of dislocations via in situ STEM indentation, namely that the dislocations can be simply nucleated under mechanical stimulus and can be easily moved at room temperature.",null,"MDPI} {AG",2018-06,null,Crystals,8,6,241,null,null,true,false,null,null,null,10.3390/cryst8060241,null,2073-4352,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,25117285,null,"Attainment of 40.5 pm spatial resolution using 300 kV scanning transmission electron microscope equipped with fifth-order aberration corrector",null,"[Shigeyuki Morishita,Ryo Ishikawa,Yuji Kohno,Hidetaka Sawada,Naoya Shibata,Yuichi Ikuhara]",null,null,"© The Author 2017. Published by Oxford University Press on behalf of The Japanese Society of Microscopy. All rights reserved. The achievement of a fine electron probe for high-resolution imaging in scanning transmission electron microscopy requires technological developments, especially in electron optics. For this purpose, we developed a microscope with a fifth-order aberration corrector that operates at 300 kV. The contrast flat region in an experimental Ronchigram, which indicates the aberration-free angle, was expanded to 70 mrad. By using a probe with convergence angle of 40 mrad in the scanning transmission electron microscope at 300 kV, we attained the spatial resolution of 40.5 pm, which is the projected interatomic distance between Ga-Ga atomic columns of GaN observed along [212] direction.",null,null,2018-02-01,null,Microscopy,67,1,46,50,null,true,false,null,null,null,10.1093/jmicro/dfx122,2050-5698,2050-5701,null,null,false,disclosed
insert,merge,null,23209088,null,"Picometer-scale atom position analysis in annular bright-field STEM imaging",null,"[Peng Gao,Akihito Kumamoto,Ryo Ishikawa,Nathan Lugg,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2017 Elsevier B.V. We study the effects of specimen mistilt on the picometer-scale measurement of local structure by combing experiment and simulation in annular bright-field scanning transmission electron microscopy (ABF-STEM). A relative distance measurement method is proposed to separate the tilt effects from the scan noise and sample drift induced image distortion. We find that under a typical experimental condition a small specimen tilt (∼6 mrad) in 25 nm thick SrTiO3 along [001] causes 11.9 pm artificial displacement between O and Sr/TiO columns in ABF image, which is more than 3 times of scan noise and sample drift induced image distortion ∼3.2 pm, suggesting the tilt effect could be dominant for the quantitative analysis of ABF images. The artifact depends on the crystal mistilt angle, specimen thickness, defocus, convergence angle and uncorrected aberration. Our study provides useful insights into detecting and correcting tilt effects during both experiment operation and data analysis to extract the real structure information and avoid mis-interpretations of atomic structure as well as the properties such as oxygen octahedral distortion/shift.",null,"Elsevier {BV}",2018-01,null,Ultramicroscopy,184,null,177,187,null,true,false,scientific_journal,null,null,10.1016/j.ultramic.2017.09.001,0304-3991,1879-2723,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209087,null,"Atomic-scale structure relaxation, chemistry and charge distribution of dislocation cores in SrTiO<inf>3</inf>",null,"[Peng Gao,Ryo Ishikawa,Bin Feng,Akihito Kumamoto,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2017 Elsevier B.V. By using the state-of-the-art microscopy and spectroscopy in aberration-corrected scanning transmission electron microscopes, we determine the atomic arrangements, occupancy, elemental distribution, and the electronic structures of dislocation cores in the 10° tilted SrTiO3 bicrystal. We identify that there are two different types of oxygen deficient dislocation cores, i.e., the SrO plane terminated Sr0.82Ti0.85O3-x (Ti3.67+, 0.48 ≤ x ≤ 0.91) and TiO2 plane terminated Sr0.63Ti0.90O3-y (Ti3.60+, 0.57 ≤ y ≤ 1). They have the same Burgers vector of a[100] but different atomic arrangements and chemical properties. Besides the oxygen vacancies, Sr vacancies and rocksalt-like titanium oxide reconstruction are also identified in the dislocation core with TiO2 plane termination. Our atomic-scale study reveals the true atomic structures and chemistry of individual dislocation cores, providing useful insights into understanding the properties of dislocations and grain boundaries.",null,"Elsevier {BV}",2018-01,null,Ultramicroscopy,184,null,217,224,null,true,false,scientific_journal,null,null,10.1016/j.ultramic.2017.09.006,0304-3991,1879-2723,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209095,null,"One-pot synthesis of a C/SiFeN(O)-based ceramic paper with in-situ generated hierarchical micro/nano-morphology",null,"[Cong Zhou,Claudia Fasel,Ryo Ishikawa,Markus Gallei,Yuichi Ikuhara,Stefan Lauterbach,Hans-Joachim Kleebe,Ralf Riedel,Emanuel Ionescu]",null,null,"In the present study, a C/SiFeN(O)-based ceramic paper with in situ generated hierarchical micro/nanomorphology was prepared upon thermal treatment of a cellulose-base paper surface-modified with a polymeric single-source precursor prepared from perhydropolysilazane (PHPS) and iron(II) acetylacetonate (Fe(acac)(2)). The ammonolysis at 1000 degrees C of the paper/precursor hybrid materials leads to a C/SiFeN(O)-based ceramic paper which exhibits the same morphology as that of the cellulose paper. Subsequent annealing of the ceramic paper in nitrogen atmosphere at temperatures from 1200 to 1400 degrees C results in the in-situ generation of ultra-long silicon nitride nanowires with aspect ratios in the range of 10(3) on the surface and in the macropores of the ceramic paper. The nanowires exhibit round Fe3Si tips at the end, indicating that the growth occurred via iron-catalyzed VLS (vapor-liquid-solid) mechanism. The combination of single-source precursor, porous template and in situ VLS growth of 1D nanostructures provides a convenient one-pot synthesis approach to produce ceramic nanocomposites with hierarchical morphologies.(C) 2017 Elsevier Ltd. All rights reserved.",null,"ELSEVIER SCI LTD",2017-12,null,"JOURNAL OF THE EUROPEAN CERAMIC SOCIETY",37,16,5193,5203,eng,true,false,scientific_journal,null,null,10.1016/j.jeurceramsoc.2017.03.007,0955-2219,1873-619X,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,25117278,null,"Quantitative electric field mapping in thin specimens using a segmented detector: Revisiting the transfer function for differential phase contrast",null,"[Takehito Seki,Gabriel Sanchez-Santolino,Ryo Ishikawa,Scott D. Findlay,Yuichi Ikuhara,Naoya Shibata]",null,null,"Differential phase contrast in scanning transmission electron microscopy can visualize local electromagnetic fields inside specimens. The contrast derived from first moments, the so-called center of mass, of the diffraction patterns for each probe position can be quantitatively related to the local electromagnetic field under the phase object approximation. While only approximate first moments can be obtained with a segmented detector, in weak phase objects the fields can be accurately quantified on the basis of a phase contrast transfer function. Through systematic image simulations we further show that the quantification based on the approximated first moment is a good approximation also for strong phase objects. (C) 2017 Elsevier B.V. All rights reserved.",null,ELSEVIER,2017-11,null,ULTRAMICROSCOPY,182,null,258,263,eng,true,false,scientific_journal,null,null,10.1016/j.ultramic.2017.07.013,0304-3991,1879-2723,null,null,false,disclosed
insert,merge,null,28019011,null,"Single-atom dynamics in scanning transmission electron microscopy",null,"[Rohan Mishra,Ryo Ishikawa,Andrew R. Lupini,Stephen J. Pennycook]",null,null,"The correction of aberrations in the scanning transmission electron microscope (STEM) has simultaneously improved both spatial and temporal resolution, making it possible to capture the dynamics of single atoms inside materials, and resulting in new insights into the dynamic behavior of materials. In this article, we describe the different beam-matter interactions that lead to atomic excitations by transferring energy and momentum. We review recent examples of sequential STEM imaging to demonstrate the dynamic behavior of single atoms both within materials, at dislocations, at grain and interface boundaries, and on surfaces. We also discuss the effects of such dynamic behavior on material properties. We end with a summary of ongoing instrumental and algorithm developments that we anticipate will improve the temporal resolution significantly, allowing unprecedented insights into the dynamic behavior of materials at the atomic scale.",null,"CAMBRIDGE UNIV PRESS",2017-09,null,"MRS BULLETIN",42,9,644,652,eng,true,false,scientific_journal,null,null,10.1557/mrs.2017.187,0883-7694,1938-1425,null,null,false,disclosed
